timestamp,window_title,raw_text
2025-07-08 23:50:37,3q19_rawdata_card.jpg (826×465) - Google Chrome,"Wazirabad, Punjab, Pakistan W X | bal Citizenship or Residency X e | 3q19_rawdata_card.jpg (826x4d | Incognito | All Bookmarks | county | united States | Alabama | Autauga County | Baldwin County | Barbour County | Bibb County | Blount County | Bullock County | Butler County | Calhoun County | Chambers County | Cherokee County | Chilton County | Choctaw County | Clarke County | Clay County | Cleburne County | Coffee County | Colbert County | Conecuh County | yea r | county_ra v001_rawn v001_n u rr v001_den. v001_cilov v001_cihiE v001_race v001_race v001_r | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 6900.63 3745538 9.08E+08 | 9917.233 | 1 | 8824.057 | 1 | 7224.632 | 1 | 9586.165 | 1 | 11783.54 | 1 | 10908.1 | 1 | 12066.91 | 1 | 14018.61 | 1 | 12217.76 | 1 | 11273.17 | 1 | 11294.41 | 1 | 10831.92 | 1 | 12047.19 | 1 | 9688.374 | 1 | 9666.041 | 1 | 11985.56 | 1 | 7933.13 | 1 | 10332.48 | 1 10635.37 | 80440 13636816 | 815 | 2827 | 451 | 445 | 1050 | 205 | 393 | 2333 | 691 | 575 | 850 | 273 | 412 | 271 | 334 | 743 | 1016 | 272 | 156132 | 576496 | 72222 | 63653 | 161107 | 29266 | 54804 | 321406 | 93770 | 71014 | 123617 | 35489 | 67037 | 35916 | 41389 | 143899 | 149595 | 34170 | 6890.349 | 9815.191 | 7935.326 | 6794.128 | 8200.118 | 10159.98 | 9895.583 | 9519.704 | 11976.43 | 11484.59 | 9948.759 | 9767.023 | 9733.842 | 9740.13 | 8207.626 | 7821.948 | 9955.606 | 7085.258 | 9321.505 | 8546.834 | 6910.912 | 10019.27 | 9712.788 | 7655.136 | 10972.21 | 13407.11 | 11920.62 | 14614.12 | 16060.78 | 12950.93 | 12597.58 | 12821.8 | 11929.99 | 14354.24 | 11169.12 | 11510.13 | 14015.5 | 8781.002 | 11343.46 | 12723.9 | 10471.25 | 10042.47 | 11332.56 | 14812.54 | 14336.54 | 15793.58 | 12955.02 | 10774.82 | 16395.25 | 12000.44 | 12215.47 | 12447.32 | 12628.16 | 10333.51 | 11604.94 | 11100.61 | 3086.606 | 5619.645 | 6033.742 | 8706.6 | 7277.7 | 7309.6 | 11327. | 11336. | 6638.6 | 12797. | 12447. | 11794. | 10965. | 12163 | 7394.5 | 9302.0 | 7652.6 | 1038 | 10319."
2025-07-08 23:50:43,3q19_rawdata_card.jpg (826×465) - Google Chrome,"Wazirabad, Punjab, Pakistan W X | bal Citizenship or Residency X e | 3q19_rawdata_card.jpg (826x4d | Incognito | All Bookmarks | county | united States | Alabama | Autauga County | Baldwin County | Barbour County | Bibb County | Blount County | Bullock County | Butler County | Calhoun County | Chambers County | Cherokee County | Chilton County | Choctaw County | Clarke County | Clay County | Cleburne County | Coffee County | Colbert County | Conecuh County | yea r | county_ra v001_rawn v001_n u rr v001_den. v001_cilov v001_cihiE v001_race v001_race v001_r | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 6900.63 3745538 9.08E+08 | 9917.233 | 1 | 8824.057 | 1 | 7224.632 | 1 | 9586.165 | 1 | 11783.54 | 1 | 10908.1 | 1 | 12066.91 | 1 | 14018.61 | 1 | 12217.76 | 1 | 11273.17 | 1 | 11294.41 | 1 | 10831.92 | 1 | 12047.19 | 1 | 9688.374 | 1 | 9666.041 | 1 | 11985.56 | 1 | 7933.13 | 1 | 10332.48 | 1 10635.37 | 80440 13636816 | 815 | 2827 | 451 | 445 | 1050 | 205 | 393 | 2333 | 691 | 575 | 850 | 273 | 412 | 271 | 334 | 743 | 1016 | 272 | 156132 | 576496 | 72222 | 63653 | 161107 | 29266 | 54804 | 321406 | 93770 | 71014 | 123617 | 35489 | 67037 | 35916 | 41389 | 143899 | 149595 | 34170 | 6890.349 | 9815.191 | 7935.326 | 6794.128 | 8200.118 | 10159.98 | 9895.583 | 9519.704 | 11976.43 | 11484.59 | 9948.759 | 9767.023 | 9733.842 | 9740.13 | 8207.626 | 7821.948 | 9955.606 | 7085.258 | 9321.505 | 8546.834 | 6910.912 | 10019.27 | 9712.788 | 7655.136 | 10972.21 | 13407.11 | 11920.62 | 14614.12 | 16060.78 | 12950.93 | 12597.58 | 12821.8 | 11929.99 | 14354.24 | 11169.12 | 11510.13 | 14015.5 | 8781.002 | 11343.46 | 12723.9 | 10471.25 | 10042.47 | 11332.56 | 14812.54 | 14336.54 | 15793.58 | 12955.02 | 10774.82 | 16395.25 | 12000.44 | 12215.47 | 12447.32 | 12628.16 | 10333.51 | 11604.94 | 11100.61 | 3086.606 | 5619.645 | 6033.742 | 8706.6 | 7277.7 | 7309.6 | 11327. | 11336. | 6638.6 | 12797. | 12447. | 11794. | 10965. | 12163 | 7394.5 | 9302.0 | 7652.6 | 1038 | 10319."
2025-07-08 23:50:53,3q19_rawdata_card.jpg (826×465) - Google Chrome,"Wazirabad, Punjab, Pakistan W X | bal Citizenship or Residency X e | 3q19_rawdata_card.jpg (826x4d | Incognito | All Bookmarks | county | united States | Alabama | Autauga County | Baldwin County | Barbour County | Bibb County | Blount County | Bullock County | Butler County | Calhoun County | Chambers County | Cherokee County | Chilton County | Choctaw County | Clarke County | Clay County | Cleburne County | Coffee County | Colbert County | Conecuh County | yea r | county_ra v001_rawn v001_n u rr v001_den. v001_cilov v001_cihiE v001_race v001_race v001_r | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 6900.63 3745538 9.08E+08 | 9917.233 | 1 | 8824.057 | 1 | 7224.632 | 1 | 9586.165 | 1 | 11783.54 | 1 | 10908.1 | 1 | 12066.91 | 1 | 14018.61 | 1 | 12217.76 | 1 | 11273.17 | 1 | 11294.41 | 1 | 10831.92 | 1 | 12047.19 | 1 | 9688.374 | 1 | 9666.041 | 1 | 11985.56 | 1 | 7933.13 | 1 | 10332.48 | 1 10635.37 | 80440 13636816 | 815 | 2827 | 451 | 445 | 1050 | 205 | 393 | 2333 | 691 | 575 | 850 | 273 | 412 | 271 | 334 | 743 | 1016 | 272 | 156132 | 576496 | 72222 | 63653 | 161107 | 29266 | 54804 | 321406 | 93770 | 71014 | 123617 | 35489 | 67037 | 35916 | 41389 | 143899 | 149595 | 34170 | 6890.349 | 9815.191 | 7935.326 | 6794.128 | 8200.118 | 10159.98 | 9895.583 | 9519.704 | 11976.43 | 11484.59 | 9948.759 | 9767.023 | 9733.842 | 9740.13 | 8207.626 | 7821.948 | 9955.606 | 7085.258 | 9321.505 | 8546.834 | 6910.912 | 10019.27 | 9712.788 | 7655.136 | 10972.21 | 13407.11 | 11920.62 | 14614.12 | 16060.78 | 12950.93 | 12597.58 | 12821.8 | 11929.99 | 14354.24 | 11169.12 | 11510.13 | 14015.5 | 8781.002 | 11343.46 | 12723.9 | 10471.25 | 10042.47 | 11332.56 | 14812.54 | 14336.54 | 15793.58 | 12955.02 | 10774.82 | 16395.25 | 12000.44 | 12215.47 | 12447.32 | 12628.16 | 10333.51 | 11604.94 | 11100.61 | 3086.606 | 5619.645 | 6033.742 | 8706.6 | 7277.7 | 7309.6 | 11327. | 11336. | 6638.6 | 12797. | 12447. | 11794. | 10965. | 12163 | 7394.5 | 9302.0 | 7652.6 | 1038 | 10319."
2025-07-08 23:51:03,3q19_rawdata_card.jpg (826×465) - Google Chrome,"Wazirabad, Punjab, Pakistan W X | bal Citizenship or Residency X e | 3q19_rawdata_card.jpg (826x4d | Incognito | All Bookmarks | county | united States | Alabama | Autauga County | Baldwin County | Barbour County | Bibb County | Blount County | Bullock County | Butler County | Calhoun County | Chambers County | Cherokee County | Chilton County | Choctaw County | Clarke County | Clay County | Cleburne County | Coffee County | Colbert County | Conecuh County | yea r | county_ra v001_rawn v001_n u rr v001_den. v001_cilov v001_cihiE v001_race v001_race v001_r | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 2019 | 6900.63 3745538 9.08E+08 | 9917.233 | 1 | 8824.057 | 1 | 7224.632 | 1 | 9586.165 | 1 | 11783.54 | 1 | 10908.1 | 1 | 12066.91 | 1 | 14018.61 | 1 | 12217.76 | 1 | 11273.17 | 1 | 11294.41 | 1 | 10831.92 | 1 | 12047.19 | 1 | 9688.374 | 1 | 9666.041 | 1 | 11985.56 | 1 | 7933.13 | 1 | 10332.48 | 1 10635.37 | 80440 13636816 | 815 | 2827 | 451 | 445 | 1050 | 205 | 393 | 2333 | 691 | 575 | 850 | 273 | 412 | 271 | 334 | 743 | 1016 | 272 | 156132 | 576496 | 72222 | 63653 | 161107 | 29266 | 54804 | 321406 | 93770 | 71014 | 123617 | 35489 | 67037 | 35916 | 41389 | 143899 | 149595 | 34170 | 6890.349 | 9815.191 | 7935.326 | 6794.128 | 8200.118 | 10159.98 | 9895.583 | 9519.704 | 11976.43 | 11484.59 | 9948.759 | 9767.023 | 9733.842 | 9740.13 | 8207.626 | 7821.948 | 9955.606 | 7085.258 | 9321.505 | 8546.834 | 6910.912 | 10019.27 | 9712.788 | 7655.136 | 10972.21 | 13407.11 | 11920.62 | 14614.12 | 16060.78 | 12950.93 | 12597.58 | 12821.8 | 11929.99 | 14354.24 | 11169.12 | 11510.13 | 14015.5 | 8781.002 | 11343.46 | 12723.9 | 10471.25 | 10042.47 | 11332.56 | 14812.54 | 14336.54 | 15793.58 | 12955.02 | 10774.82 | 16395.25 | 12000.44 | 12215.47 | 12447.32 | 12628.16 | 10333.51 | 11604.94 | 11100.61 | 3086.606 | 5619.645 | 6033.742 | 8706.6 | 7277.7 | 7309.6 | 11327. | 11336. | 6638.6 | 12797. | 12447. | 11794. | 10965. | 12163 | 7394.5 | 9302.0 | 7652.6 | 1038 | 10319."
2025-07-09 00:33:37,"anas-gulzar-dev/grace: A professional-grade application for capturing, processing, and analyzing data from biosensor devices through automated screen capture and OCR technology. and 3 more pages - Personal - Microsoft​ Edge","VPS with the Best Price-to-Perfor X Powerful Dedicated Servers Host | C https://github.com/anas-gulzar-dev/grace/ | X | Cursor - The Al Code Editor | Projects | O Tags | anas-gulzar-dev/grace: A profess | o | Code | anas-gulzar-dev | @ Issues | n | grace | Pull requests | Discussions | grace | main | Actions | Public | 1 Branch | Insights | Q Go to file | anas-gulzar-dev | feat(grace-cli-client): add cross-platform CLI client with background... | Add file | c58Scb9 • 10 hours ago | grace-cli-client | screenshots | .env.example | .gitignore | LICENSE | README.md | TROUBLESHOOTING.md | config.py | config_template.py | install linux.sh | linux_requirements.txt | ma ln.py | requirements.txt | setup.py | wi ndows | READM | requirements. txt | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Added Missing Dependency File | feat(grace-cli-client): add cross-platform CLI client with back... | Code | 6 | 10 hours ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 10 hours ago | 10 hours ago | 10 hours ago | yesterday | 10 hours ago | lice | Q Type to search | Fork O | About | A professional-grade application for | capturing, processing, and analyzing data | from biosensor devices through | automated screen capture and OCR | technology. | Readme | Apache-2.0 license | Activity | O stars | O watching | O forks | Report repository | Releases | No releases published | Packages | No packages published | Contributors 2 | anas-gulzar-dev | zainriaz-dev Muhammad Zain Riaz | Lanquaqes"
2025-07-09 00:33:46,"anas-gulzar-dev/grace: A professional-grade application for capturing, processing, and analyzing data from biosensor devices through automated screen capture and OCR technology. and 3 more pages - Personal - Microsoft​ Edge","VPS with the Best Price-to-Perfor X Powerful Dedicated Servers Host | C https://github.com/anas-gulzar-dev/grace/ | X | Cursor - The Al Code Editor | Projects | O Tags | anas-gulzar-dev/grace: A profess | o | Code | anas-gulzar-dev | @ Issues | n | grace | Pull requests | Discussions | grace | main | Actions | Public | 1 Branch | Insights | Q Go to file | anas-gulzar-dev | feat(grace-cli-client): add cross-platform CLI client with background... | Add file | c58Scb9 • 10 hours ago | grace-cli-client | screenshots | .env.example | .gitignore | LICENSE | README.md | TROUBLESHOOTING.md | config.py | config_template.py | install linux.sh | linux_requirements.txt | ma ln.py | requirements.txt | setup.py | wi ndows | READM | requirements. txt | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Added Missing Dependency File | feat(grace-cli-client): add cross-platform CLI client with back... | Code | 6 | 10 hours ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 10 hours ago | 10 hours ago | 10 hours ago | yesterday | 10 hours ago | lice | Q Type to search | Fork O | About | A professional-grade application for | capturing, processing, and analyzing data | from biosensor devices through | automated screen capture and OCR | technology. | Readme | Apache-2.0 license | Activity | O stars | O watching | O forks | Report repository | Releases | No releases published | Packages | No packages published | Contributors 2 | anas-gulzar-dev | zainriaz-dev Muhammad Zain Riaz | Lanquaqes"
2025-07-09 00:33:56,"anas-gulzar-dev/grace: A professional-grade application for capturing, processing, and analyzing data from biosensor devices through automated screen capture and OCR technology. and 3 more pages - Personal - Microsoft​ Edge","VPS with the Best Price-to-Perfor X Powerful Dedicated Servers Host | C https://github.com/anas-gulzar-dev/grace/ | X | Cursor - The Al Code Editor | Projects | O Tags | anas-gulzar-dev/grace: A profess | o | Code | anas-gulzar-dev | @ Issues | n | grace | Pull requests | Discussions | grace | main | Actions | Public | 1 Branch | Insights | Q Go to file | anas-gulzar-dev | feat(grace-cli-client): add cross-platform CLI client with background... | Add file | c58Scb9 • 10 hours ago | grace-cli-client | screenshots | .env.example | .gitignore | LICENSE | README.md | TROUBLESHOOTING.md | config.py | config_template.py | install linux.sh | linux_requirements.txt | ma ln.py | requirements.txt | setup.py | wi ndows | READM | requirements. txt | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Added Missing Dependency File | feat(grace-cli-client): add cross-platform CLI client with back... | Code | 6 | 10 hours ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 10 hours ago | 10 hours ago | 10 hours ago | yesterday | 10 hours ago | lice | Q Type to search | Fork O | About | A professional-grade application for | capturing, processing, and analyzing data | from biosensor devices through | automated screen capture and OCR | technology. | Readme | Apache-2.0 license | Activity | O stars | O watching | O forks | Report repository | Releases | No releases published | Packages | No packages published | Contributors 2 | anas-gulzar-dev | zainriaz-dev Muhammad Zain Riaz | Lanquaqes"
2025-07-09 00:34:41,"anas-gulzar-dev/grace: A professional-grade application for capturing, processing, and analyzing data from biosensor devices through automated screen capture and OCR technology. and 3 more pages - Personal - Microsoft​ Edge","VPS with the Best Price-to-Perfor X Powerful Dedicated Servers Host | C https://github.com/anas-gulzar-dev/grace/ | X | Cursor - The Al Code Editor | Projects | O Tags | anas-gulzar-dev/grace: A profess | o | Code | anas-gulzar-dev | @ Issues | n | grace | Pull requests | Discussions | grace | main | Actions | Public | 1 Branch | Insights | Q Go to file | anas-gulzar-dev | feat(grace-cli-client): add cross-platform CLI client with background... | Add file | c58Scb9 • 10 hours ago | grace-cli-client | screenshots | .env.example | .gitignore | LICENSE | README.md | TROUBLESHOOTING.md | config.py | config_template.py | install linux.sh | linux_requirements.txt | ma ln.py | requirements.txt | setup.py | wi ndows | READM | requirements. txt | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Added Missing Dependency File | feat(grace-cli-client): add cross-platform CLI client with back... | Code | 6 | 10 hours ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 10 hours ago | 10 hours ago | 10 hours ago | yesterday | 10 hours ago | lice | Q Type to search | Fork O | About | A professional-grade application for | capturing, processing, and analyzing data | from biosensor devices through | automated screen capture and OCR | technology. | Readme | Apache-2.0 license | Activity | O stars | O watching | O forks | Report repository | Releases | No releases published | Packages | No packages published | Contributors 2 | anas-gulzar-dev | zainriaz-dev Muhammad Zain Riaz | Lanquaqes"
2025-07-09 00:34:49,"anas-gulzar-dev/grace: A professional-grade application for capturing, processing, and analyzing data from biosensor devices through automated screen capture and OCR technology. and 3 more pages - Personal - Microsoft​ Edge","VPS with the Best Price-to-Perfor X Powerful Dedicated Servers Host | C https://github.com/anas-gulzar-dev/grace/ | X | Cursor - The Al Code Editor | Projects | O Tags | anas-gulzar-dev/grace: A profess | o | Code | anas-gulzar-dev | @ Issues | n | grace | Pull requests | Discussions | grace | main | Actions | Public | 1 Branch | Insights | Q Go to file | anas-gulzar-dev | feat(grace-cli-client): add cross-platform CLI client with background... | Add file | c58Scb9 • 10 hours ago | grace-cli-client | screenshots | .env.example | .gitignore | LICENSE | README.md | TROUBLESHOOTING.md | config.py | config_template.py | install linux.sh | linux_requirements.txt | ma ln.py | requirements.txt | setup.py | wi ndows | READM | requirements. txt | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | Initial clean commit | Initial clean commit | Initial clean commit | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | feat(grace-cli-client): add cross-platform CLI client with back.. | Added Missing Dependency File | feat(grace-cli-client): add cross-platform CLI client with back... | Code | 6 | 10 hours ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 2 days ago | 2 days ago | 2 days ago | 10 hours ago | 10 hours ago | 10 hours ago | 10 hours ago | yesterday | 10 hours ago | lice | Q Type to search | Fork O | About | A professional-grade application for | capturing, processing, and analyzing data | from biosensor devices through | automated screen capture and OCR | technology. | Readme | Apache-2.0 license | Activity | O stars | O watching | O forks | Report repository | Releases | No releases published | Packages | No packages published | Contributors 2 | anas-gulzar-dev | zainriaz-dev Muhammad Zain Riaz | Lanquaqes"
2025-07-13 05:55:39,WhatsApp,"WhatsApp | Chats | p Search or start a new chat | You (You) | u Image | 2022-MC-A Discussion | Yesterday | 7/1112025 | Syeda Imaan: https://docs.google.com... | zam naz | V/ hn ye to hy | UET Hostelite | This message was deleted. | ChatGPT | 5:30 AM | 5:22 AM | 5:17 AM | zam naz | Type a message | - Background contrast low ho | Thresholding sahi nahi lag rahi | Solution Steps: | 1. Grayscale Conversion (Accurate) | Use proper grayscale first: | python | gray = cv2. cvtC010r(image, cv2. COLOR BGR2GRAY) | 2. Apply Adaptive Thresholding | Better than normal thresholding: | Read more | SleepAgent/assets/grafana.png at master • Anduin2017/SleepAgent | Contribute to Anduin2017/SIeepAgent development by creating an account on | GitHub. | github.com | ham 2017 ka project banai rahe hai i think approach different hai magar working same | hai here is the proof ""https://github.com/Anduin2017/SleepAgent/blob/master/ | 5:20 AM U | Haan bhai Anas, yeh common issue hai... | FYP-2025-GRACE | 4:54 AM | Sir Shujat: Important note: this payment... | Anss cr | 4:52 AM | U wifi k through wirelessly screen shar... | assets/grafana.png | hamara cli hai aur aun ka basic simple web wala hai | 5:24 AM | metrics km hein | phar bhai 8 years ke baad bi kitni ku aye hai units and metrics | 5:28 AM | 5:22 AM | zam naz | ham 2017 ka project banai rahe hai i think approach different hai magar working | same hai here is the proof ""http*//github.com/Anduin2017/SIeepAgent/bIo... | metrics km hein | btw kuch bi hai band ui and ux design layout kaamal ki banai hai 8 years ke baad bi | beautiful and stunning lag raha hai | 5:29 AM | hn ye to hy | 5:25 AM U | 5:30 AM U | O"
2025-07-13 05:55:45,WhatsApp,"WhatsApp | Chats | p Search or start a new chat | You (You) | u Image | 2022-MC-A Discussion | Yesterday | 7/1112025 | Syeda Imaan: https://docs.google.com... | zam naz | V/ hn ye to hy | UET Hostelite | This message was deleted. | ChatGPT | 5:30 AM | 5:22 AM | 5:17 AM | zam naz | Type a message | - Background contrast low ho | Thresholding sahi nahi lag rahi | Solution Steps: | 1. Grayscale Conversion (Accurate) | Use proper grayscale first: | python | gray = cv2. cvtC010r(image, cv2. COLOR BGR2GRAY) | 2. Apply Adaptive Thresholding | Better than normal thresholding: | Read more | SleepAgent/assets/grafana.png at master • Anduin2017/SleepAgent | Contribute to Anduin2017/SIeepAgent development by creating an account on | GitHub. | github.com | ham 2017 ka project banai rahe hai i think approach different hai magar working same | hai here is the proof ""https://github.com/Anduin2017/SleepAgent/blob/master/ | 5:20 AM U | Haan bhai Anas, yeh common issue hai... | FYP-2025-GRACE | 4:54 AM | Sir Shujat: Important note: this payment... | Anss cr | 4:52 AM | U wifi k through wirelessly screen shar... | assets/grafana.png | hamara cli hai aur aun ka basic simple web wala hai | 5:24 AM | metrics km hein | phar bhai 8 years ke baad bi kitni ku aye hai units and metrics | 5:28 AM | 5:22 AM | zam naz | ham 2017 ka project banai rahe hai i think approach different hai magar working | same hai here is the proof ""http*//github.com/Anduin2017/SIeepAgent/bIo... | metrics km hein | btw kuch bi hai band ui and ux design layout kaamal ki banai hai 8 years ke baad bi | beautiful and stunning lag raha hai | 5:29 AM | hn ye to hy | 5:25 AM U | 5:30 AM U | O"
2025-07-13 13:57:58,WhatsApp,"WhatsApp | Chats | p Search or start a new chat | You (You) | u Image | 2022-MC-A Discussion | Yesterday | 7/1112025 | Syeda Imaan: https://docs.google.com... | zam naz | u Image | Xtreme Knowledge Hub | CÖöÖütär _ | Anss cr | V/ vo tu dekh lyi | UET Hostelite | 1:31 PM | 1:27 PM | 1:07 PM | 1214 PM | —Rao Umair: Walikumslam Yr yha bag... | ChatGPT | 1017 AM | Haan bhai Anas, yeh common issue hai... | FYP-2025-GRACE | 9:54 AM | Sir Shujat: Important note: this payment... | Mamoo Ramzan | Image | Mian: 13 Sticker | LMS_AI (Artificial Intelligence) | You were added | Babu | 541 AM | 1:10 AM | Yesterday | 7/10/2025 | WhatsApp for Windows | Send and receive messages without keeping your phone online. | Use WhatsApp on up to 4 linked devices and 1 phone at the same time. | a End-to-end encrypted | V/ 13 Nettfiix v9.24.O (Premium).apk"
2025-07-13 13:58:06,WhatsApp,"WhatsApp | Chats | p Search or start a new chat | You (You) | u Image | 2022-MC-A Discussion | Yesterday | 7/1112025 | Syeda Imaan: https://docs.google.com... | zam naz | u Image | Xtreme Knowledge Hub | CÖöÖütär _ | Anss cr | V/ vo tu dekh lyi | UET Hostelite | 1:31 PM | 1:27 PM | 1:07 PM | 1214 PM | —Rao Umair: Walikumslam Yr yha bag... | ChatGPT | 1017 AM | Haan bhai Anas, yeh common issue hai... | FYP-2025-GRACE | 9:54 AM | Sir Shujat: Important note: this payment... | Mamoo Ramzan | Image | Mian: 13 Sticker | LMS_AI (Artificial Intelligence) | You were added | Babu | 541 AM | 1:10 AM | Yesterday | 7/10/2025 | WhatsApp for Windows | Send and receive messages without keeping your phone online. | Use WhatsApp on up to 4 linked devices and 1 phone at the same time. | a End-to-end encrypted | V/ 13 Nettfiix v9.24.O (Premium).apk"
